timestamp,cpu[node1][service1]:1,memory[node1][service1]:2,disk_read[node1][service1]:3,disk_write[node1][service1]:4,network_receive[node1][service1]:5,network_send[node1][service1]:6,cpu[node2][service1]:1,memory[node2][service1]:2,disk_read[node2][service1]:3,disk_write[node2][service1]:4,network_receive[node2][service1]:5,network_send[node2][service1]:6,cpu[node3][service2]:1,memory[node3][service2]:2,disk_read[node3][service2]:3,disk_write[node3][service2]:4,network_receive[node3][service2]:5,network_send[node3][service2]:6,cpu[node4][service2]:1,memory[node4][service2]:2,disk_read[node4][service2]:3,disk_write[node4][service2]:4,network_receive[node4][service2]:5,network_send[node4][service2]:6,cpu[node5][service2]:1,memory[node5][service2]:2,disk_read[node5][service2]:3,disk_write[node5][service2]:4,network_receive[node5][service2]:5,network_send[node5][service2]:6
1442556724000,8.7934042,1099.730944,2.772992,0.02048,59.892,56.771,3.1335017,1262.006272,0.032768,0,11.074,9.126,2.7009498,1640.853504,1.398784,0.004096,7.098,5.7,2.7561294,1026.666496,0,0,7.44,6.29,2.7240464,1726.40256,0,0,8.68,7.853
1442556784000,7.5292799,1100.632064,4.308992,0.02048,55.31,52.045,2.6388128,1261.129728,0,0,8.445,6.953,2.2264226,1641.59488,1.759232,0.004096,6.07,6.109,2.6532132,1022.357504,0,0,7.568,6.068,3.0745518,1726.046208,0,0,8.696,7.432
1442556845000,11.7063194,1102.442496,4.358144,0.024576,67.731,63.459,3.6971776,1261.58848,0.032768,0,8.023,7.409,4.1172215,1640.706048,1.130496,0.012288,6.535,5.737,4.8160796,1030.115328,0,0,8.672,8.052,4.3317589,1726.124032,0,0,11.969,9.894
1442556905000,9.3197879,1099.923456,2.895872,0.024576,59.107,54.674,2.3179904,1262.010368,0,0,7.029,7.006,2.6519674,1638.01088,1.087488,0.016384,6.16,5.33,4.2129692,1024.991232,0,0,8.611,8.179,3.2951119,1726.558208,0,0,8.883,8.386
1442556965000,9.5376686,1087.471616,2.351104,0.028672,53.659,50.27,3.2846919,1247.371264,0,0,7.812,7.087,3.2440899,1597.448192,1.519616,0.012288,6.44,5.891,3.1116168,1006.333952,0,0,8.605,7.376,3.5998646,1728.540672,0,0,6.73,6.177
1442557025000,9.0067798,1089.429504,3.715072,0.02048,64.143,59.687,3.5523555,1249.099776,0.065536,0,10.898,9.326,2.7686059,1598.193664,1.519616,0.014336,7.363,6.399,3.1237719,1008.070656,0,0,11.008,8.96,2.7028515,1730.105344,0,0,6.952,6.381
1442557086000,10.4606623,1090.62144,3.641344,0,61.096,57.194,3.3431587,1247.059968,0.021845,0,7.411,6.708,4.110802,1597.554688,1.691648,0.006826,8.626,6.815,3.8209237,1012.432896,0,0,8.488,6.928,3.6160102,1731.821568,0,0,9.222,8.535
1442557146000,10.9185843,1093.033984,3.190784,0,66.66,62.617,4.1863373,1246.121984,0,0,8.606,7.588,3.7939058,1600.339968,1.302528,0,7.467,6.193,4.2353929,1011.2,0.032768,0,9.695,8.855,4.1813347,1733.353472,0,0,10.373,8.178
1442557206000,8.6561066,1092.038656,3.108864,0.004096,69.436,64.618,3.1808598,1242.615808,0,0,9.863,7.529,2.6208391,1593.126912,1.529856,0,8.105,6.701,3.2868566,1008.61952,0,0,11.524,9.077,3.3936799,1736.736768,0,0,9.141,8.447
1442557266000,8.6976335,1094.488064,3.25632,0.004096,80.388,75.198,3.6986697,1245.495296,0,0,14.239,11.027,2.834301,1590.94784,1.972224,0,9.387,7.765,3.3789538,1010.024448,0.032768,0,8.981,7.835,2.7499238,1735.5776,0,0,11.898,9.115
1442557326000,10.6852787,1091.141632,3.39968,0,80.314,75.421,4.1921907,1245.696,0,0,12.789,11.199,3.8367073,1586.475008,2.021376,0,7.089,6.704,3.6810988,1007.22688,0,0,11.728,9.147,4.4749623,1738.149888,0,0,9.755,9.139
1442557386000,9.7331907,1093.251072,3.4816,0,67.832,63.611,3.0594428,1246.027776,0,0,8.004,7.232,4.1852612,1590.779904,1.5872,0,9.363,7.375,3.5891436,1009.82784,0,0,10.588,9.352,2.8944192,1738.09664,0,0,10.142,7.944
1442557447000,11.0172066,1090.863104,4.087808,0,63.261,58.42,4.2264198,1253.834752,0,0,8.763,7.192,3.6017497,1586.85184,0.884736,0,6.71,5.258,3.8498321,1010.716672,0,0,8.504,8.236,4.3261369,1738.891264,0,0,9.75,7.216
1442557507000,7.959043,1095.8848,3.19488,0,66.918,62.656,3.2107054,1254.965248,0,0,9.595,7.972,2.5930657,1574.100992,1.564672,0,7.824,7.101,3.1310879,1019.805696,0,0,11.359,9.383,3.6500885,1739.665408,0,0,8.853,7.432
1442557568000,11.2247251,1096.94976,2.932736,0,72.114,67.019,4.4648058,1252.622336,0.032768,0,10.308,9.183,3.3688037,1530.0608,1.359872,0,6.525,5.92,4.029873,1010.192384,0.032768,0,9.471,7.303,4.0633736,1745.772544,0,0,11.815,10.509
1442557629000,8.8144053,1097.244672,4.77184,0,67.961,63.562,2.7268314,1251.086336,0,0,6.458,6.365,3.2057382,1527.349248,2.048,0,9.546,8.354,3.3154748,1017.393152,0,0,10.637,9.313,3.3874281,1744.384,0,0,9.039,8.094
1442557689000,10.0143039,1098.89536,3.100672,0,68.74,64.269,2.5647325,1247.072256,0,0,8.618,7.018,4.0211115,1530.310656,2.136064,0,8.74,7.54,4.3619846,1015.775232,0,0,9.152,8.346,3.5174021,1745.28512,0,0,9.43,9.001
1442557749000,12.2206607,1095.327744,2.875392,0,80.7,74.826,3.8785919,1246.912512,0,0,10.737,8.94,3.6527073,1529.421824,1.599488,0,9.112,7.646,3.4521341,1017.860096,0,0,13.92,12.052,3.5990166,1746.432,0,0,9.79,8.906
1442557809000,8.9625561,1098.477568,1.921024,0,66.243,62.023,2.9013077,1250.881536,0,0,8.766,7.52,2.8101646,1527.918592,1.267712,0,6.039,5.459,3.9896522,1017.204736,0,0,10.904,8.58,3.9499396,1748.656128,0,0,10.424,9.795
1442557869000,11.8887823,1101.303808,2.039808,0,73.791,68.818,5.9490685,1244.99968,0.036864,0,10.254,8.185,2.9854454,1527.279616,2.013184,0,6.869,6.989,4.3292212,1016.799232,0,0,10.63,9.231,4.4439707,1749.520384,0,0,11.626,10.37
1442557929000,12.2484731,1102.25408,4.775936,0,73.728,68.172,3.7552871,1245.55264,0,0,8.733,7.88,4.0731601,1528.56576,1.683456,0,8.359,7.542,5.3929557,1017.4464,0,0,10.354,8.896,5.093808,1749.143552,0,0,11.222,9.116
1442557989000,11.4889491,1101.369344,3.751936,0,70.737,65.137,3.7869046,1245.65504,0,0,6.238,5.521,3.4181499,1528.205312,1.216512,0,7.058,6.291,4.7595111,1021.25568,0,0,11.777,10.323,4.0234119,1745.768448,0,0,12.502,10.775
1442558050000,7.5842843,1102.70464,2.609152,0,62.236,58.602,3.3886755,1240.567808,0,0,8.726,7.909,2.6994855,1527.103488,1.605632,0,7.209,6.748,2.1465073,1019.916288,0,0,7.386,6.784,2.8459301,1748.430848,0,0,9.955,8.323
1442558110000,7.4951042,1098.899456,4.407296,0,73.622,68.1,2.98124,1248.329728,0,0,8.916,7.933,3.3662629,1526.673408,1.189888,0,9.647,8.049,2.8061641,1020.960768,0,0,10.292,8.977,2.9673059,1750.073344,0,0,10.037,8.249
1442558170000,9.688607,1102.364672,2.78528,0,73.039,68.578,3.8170684,1228.009472,0,0,10.47,9.133,2.9988072,1494.990848,1.851392,0,9.394,7.874,3.0770946,1028.706304,0,0,8.301,7.246,3.9864967,1752.317952,0,0,11.649,10.084
1442558230000,10.0819625,1100.767232,2.961408,0,66.547,61.672,3.6673947,1231.355904,0,0,10.228,9.456,3.0157671,1489.600512,1.49504,0,6.98,5.512,3.6036904,1026.994176,0,0,9.185,8.163,3.2678547,1746.026496,0,0,9.987,8.191
1442558290000,11.1432617,1104.334848,3.780608,0,76.668,71.096,4.5467518,1236.799488,0,0,9.517,9.167,4.501914,1489.24416,1.982464,0,9.103,8.502,4.0074336,1031.041024,0,0,11.754,10.204,3.9634255,1748.385792,0,0,9.427,8.027
1442558350000,8.3612407,1105.334272,4.3008,0,70.03,66.029,2.6555913,1229.08672,0,0,7.479,6.818,3.2605735,1491.5584,1.619968,0,8.95,7.844,2.9571592,1030.995968,0,0,10.244,9.267,3.0420018,1749.540864,0,0,10.075,8.583
1442558411000,9.9075522,1106.608128,1.921024,0,70.026,65.482,3.419689,1232.785408,0,0,9.986,8.823,3.2523461,1492.492288,1.046528,0,7.514,6.087,3.921091,1033.17504,0,0,10.58,8.535,4.0120086,1754.263552,0,0,10.339,8.507
1442558471000,9.9216814,1105.518592,3.301376,0,66.264,61.767,3.5358934,1225.424896,0,0,6.982,6.243,3.6221801,1493.807104,1.552384,0,8.332,7.443,3.6388065,1027.842048,0,0,9.21,8.229,3.8535394,1754.017792,0,0,10.985,9.118
1442558531000,10.6970384,1107.144704,4.063232,0,77.36,73.053,4.4396178,1223.053312,0,0,10.922,8.939,4.4185953,1495.748608,1.779712,0,10.328,8.664,3.5818266,1028.8128,0.032768,0,11.028,9.863,3.3229087,1751.646208,0,0,9.767,8.022
1442558591000,11.2533252,1107.419136,3.354624,0,76.477,71.229,3.828673,1226.952704,0,0,10.805,9.135,3.6100948,1495.53152,1.245184,0,8.226,6.922,3.863921,1032.23296,0,0,9.904,7.998,4.3292425,1757.585408,0,0,11.844,10.318
1442558651000,11.0243907,1107.775488,1.765376,0,63.724,59.286,3.1331271,1223.168,0,0,6.961,6.239,4.1820417,1495.064576,2.154496,0,9.076,8.43,3.8103334,1030.61504,0,0,10.029,9.177,3.6826434,1755.267072,0,0,8.181,7.901
1442558711000,7.5069866,1107.980288,3.821568,0,53.186,50.598,2.1601256,1223.856128,0,0,6.576,6.72,2.2784527,1490.16576,1.949696,0,6.686,6.215,2.761551,1027.735552,0,0,6.932,6.195,3.3317368,1753.919488,0,0,7.809,7.185
1442558771000,6.7706426,1105.36704,3.182592,0,50.472,48.159,2.187169,1206.665216,0,0,7.007,5.774,2.9618217,1479.380992,1.159168,0,6.199,5.368,2.6472944,1030.311936,0,0,7.5,6.524,2.0764245,1723.940864,0,0,6.907,6.926
1442558832000,8.9035468,1113.25184,2.072576,0,47.463,45.02,17.2844189,1219.403776,0.589824,0,6.474,6.18,2.575336,1477.287936,1.796096,0,5.932,6.124,3.0780112,1046.331392,0,0,7.734,6.608,3.1542478,1725.27616,0,0,7.764,6.024
1442558892000,10.2462543,1114.140672,3.178496,0,69.824,65.254,3.7905795,1226.350592,0,0,8.656,7.035,2.906902,1475.084288,1.714176,0,8.111,6.632,4.746457,1040.195584,0,0,11.37,9.352,3.0477562,1724.964864,0,0,10.03,8.469
1442558952000,10.5173941,1110.532096,3.878912,0,74.345,69.223,4.0774008,1221.558272,0,0,11.639,9.792,4.0277184,1474.514944,1.456128,0,8.673,7.211,3.4934696,1034.981376,0,0,8.044,7.274,4.2838532,1732.804608,0,0,10.404,9.435
1442559012000,10.2224034,1115.189248,3.907584,0,54.231,50.424,3.3804774,1217.523712,0,0,7.43,5.786,3.7642698,1474.945024,1.703936,0,7.627,6.925,4.5007333,1035.280384,0,0,7.029,5.591,3.9037224,1725.034496,0,0,8.469,7.985
1442559072000,10.7147936,1113.735168,3.026944,0,64.595,60.176,3.9348746,1218.740224,0,0,9.378,8.122,3.3534348,1473.855488,1.458176,0,5.928,5.123,4.2807192,1034.289152,0,0,11.12,9.269,4.2293745,1725.759488,0,0,10.62,8.773
1442559132000,8.4934968,1114.714112,2.707456,0,74.306,70.301,3.2605455,1215.094784,0,0,10.377,9.261,3.1069333,1479.016448,2.06848,0,9.254,7.795,3.6243468,1038.680064,0,0,10.862,8.406,3.3904565,1716.06016,0,0,10.639,8.729
1442559193000,11.9368334,1115.713536,2.78528,0,76.511,71.858,10.3133338,1214.574592,0,0,10.708,8.177,4.7973904,1475.23584,2.220032,0,9.89,8.756,3.9300163,1044.033536,0,0,8.884,8.438,4.24621,1712.422912,0,0,12.89,9.935
1442559254000,8.3561427,1116.459008,2.56,0,64.664,60.818,2.9722954,1220.067328,0,0,7.62,6.996,10.4457381,1468.956672,1.589248,0.014336,7.602,6.747,2.979882,1043.562496,0,0,8.261,7.277,3.1818305,1716.543488,0,0,10.182,9.984
1442559315000,9.0192356,1116.626944,2.646016,0.008192,64.998,60.532,2.5263425,1220.5056,0,0,6.598,5.977,3.9073248,1468.358656,1.470464,0.014336,7.177,6.693,3.5879786,1048.199168,0,0,9.509,9.448,3.6819564,1719.508992,0,0,10.095,9.123
1442559376000,11.1803099,1112.158208,1.343488,0.008192,33.39,31.533,3.7847798,1203.023872,0,0,4.27,3.611,2.9258643,1446.555648,1.458176,0.006144,4.975,4.916,3.6201578,1033.822208,0,0,3.996,3.48,4.7198718,1678.524416,0,0,10.859,9.279
1442559437000,9.0223606,1125.412864,3.506176,0,71.059,65.896,4.0852616,1223.90528,0,0,8.476,8.677,2.3257398,1456.72192,1.650688,0,7.667,6.478,3.9580872,1057.60768,0,0,9.53,8.33,3.6708591,1685.778432,0,0,11.434,9.3
1442559497000,7.8253939,1125.154816,4.096,0,66.981,61.865,2.632801,1218.859008,0,0,6.829,6.506,2.7051605,1459.712,2.107392,0,8.056,7.187,4.8949016,1057.603584,0,0,9.4,8.163,3.288228,1689.657344,0,0,10.572,8.804
1442559557000,9.7561677,1124.265984,2.60096,0,76.14,71.559,3.9797117,1223.200768,0,0,9.395,8.531,3.1901552,1458.028544,1.374208,0,9.776,7.826,3.7382155,1058.275328,0,0,9.601,7.329,3.4687609,1690.50112,0,0,12.187,11.006
1442559618000,12.1671696,1133.314048,2.70336,0,82.41,77.45,4.3997953,1233.391616,0.021845,0,10.939,10.096,4.6225039,1457.41824,1.462272,0,10.001,9.085,4.7610571,1055.15008,0,0,10.079,8.827,4.2548649,1693.782016,0,0,10.637,9.163
1442559679000,3.9133359,1136.242688,2.117632,0.008192,42.555,39.261,0.9212474,1226.641408,0,0,7.081,6.403,0.289841,1456.955392,0.960512,0,2.967,3.157,0.8921215,1052.7744,0,0,5.984,5.638,1.185097,1691.570176,0,0,6.955,6.843
1442559739000,11.8538022,1138.122752,3.42016,0,85.226,80.272,5.0311564,1237.753856,0,0,12.801,10.589,4.4297767,1457.475584,1.619968,0,10.363,8.791,4.6781825,1054.244864,0,0,12.867,11.033,4.427888,1689.575424,0,0,10.789,9.609
1442559799000,11.9429195,1136.57856,2.605056,0,75.907,71.234,4.9651758,1235.668992,0,0,11.234,9.097,4.1660793,1463.177216,1.654784,0,9.323,8.46,4.0515063,1055.002624,0,0,9.66,8.233,4.9597901,1688.522752,0,0,10.707,9.673
1442559859000,11.0745561,1140.846592,3.239936,0,79.935,75.201,3.9273062,1234.448384,0.065536,0,8.63,8.418,3.2343401,1461.530624,1.406976,0,8.461,6.844,5.0254417,1064.251392,0,0,13.358,10.597,4.4907775,1687.01952,0,0,12.079,11.513
1442559919000,11.4154675,1141.239808,1.957888,0,87.249,81.457,4.1823565,1242.382336,0.032768,0,11.82,10.992,4.3219691,1466.4704,1.9968,0,8.546,7.609,4.0429375,1059.65568,0,0,12.802,10.809,4.0901283,1683.365888,0,0,13.024,11.85
1442559979000,5.9730501,1131.814912,1.622016,0,49.654,46.246,3.02026,1223.774208,0,0,5.35,5.166,2.3101401,1457.020928,1.29024,0,6.018,5.43,2.1158396,1055.809536,0,0,6.6,6.432,2.1027947,1659.748352,0,0,7.28,7.272
1442560040000,11.0601028,1139.269632,3.022848,0,76.156,71.067,5.0248872,1199.546368,0,0,11.574,10.305,3.5763943,1454.186496,2.250752,0,7.642,7.315,3.9427,1061.21216,0,0,9.472,9.019,4.5108078,1641.025536,0,0,11.454,10.782
1442560101000,8.5795136,1143.099392,2.633728,0,59.461,55.557,3.2983782,1202.720768,0,0,7.068,6.662,2.9351918,1452.859392,1.099776,0,8.104,6.669,3.5610941,1063.149568,0,0,8.652,7.967,3.3567811,1644.036096,0,0,8.596,7.335
1442560161000,9.8195745,1143.595008,4.468736,0,87.138,81.415,4.7462972,1205.731328,0,0,10.771,9.693,2.4563133,1459.15904,1.845248,0,9.46,8.821,7.537831,1072.082944,0,0,11.669,11.015,4.184183,1644.752896,0,0,12.557,9.731
1442560221000,11.0603025,1140.375552,2.736128,0,72.222,66.948,3.640536,1208.0128,0,0,9.084,8.363,4.2560769,1457.586176,1.826816,0,7.808,7.686,4.2446155,1074.720768,0,0,11.657,9.648,3.8651126,1643.6224,0,0,10.027,8.515
1442560281000,9.0279488,1146.61376,2.936832,0,68.445,63.67,3.7893931,1209.946112,0,0,7.566,7.242,2.9484484,1456.111616,1.019904,0,8.174,6.95,3.9198399,1066.561536,0,0,8.052,6.776,3.636133,1645.146112,0,0,11.691,9.624
1442560341000,7.9589133,1138.671616,2.801664,0,66.669,63.016,2.234289,1209.479168,0,0,9.086,7.905,2.3649678,1454.85824,1.130496,0,7.958,6.354,3.0859236,1067.122688,0,0,9.636,8.761,3.1146228,1643.97056,0,0,9.241,8.18
1442560401000,10.7432988,1143.574528,2.383872,0,83.876,78.073,4.2549479,1209.475072,0,0,10.392,8.46,4.0405434,1455.566848,1.970176,0,9.237,8.916,4.1008451,1068.670976,0,0,13.249,11.623,4.590236,1643.020288,0,0,12.414,10.541
1442560461000,9.4749022,1147.080704,2.486272,0,68.852,64.41,3.3621485,1213.784064,0,0,8.832,6.906,3.6278818,1457.54112,1.519616,0,8.988,8.462,6.1110879,1071.824896,0.004096,0,9.739,9.088,3.1518289,1643.52,0,0,9.455,8.308
1442560522000,6.8376057,1144.85248,3.60448,0,66.831,61.983,3.228405,1209.909248,0,0,7.325,6.962,3.5292297,1457.9712,1.296384,0,8.732,7.32,3.7332398,1072.96768,0,0,10.783,9.528,2.7918416,1635.45088,0,0,9.032,8.267
1442560582000,10.3937737,1141.73952,1.949696,0,66.896,62.335,3.5425516,1211.809792,0,0,9.889,8.277,3.2005298,1459.904512,1.236992,0,8.716,7.636,4.0053753,1075.13856,0,0,8.314,7.764,3.793501,1643.13088,0,0,10.061,8.822
1442560642000,11.1422546,1144.971264,1.765376,0,73.133,67.961,4.2319313,1195.618304,0,0,9.079,8.719,4.4435123,1447.596032,1.722368,0,10.296,8.348,4.0380763,1073.160192,0,0,11.294,9.294,3.2031717,1587.2,0,0,8.811,6.722
1442560702000,10.6005405,1137.463296,2.646016,0,58.619,55.41,3.7717106,1203.87584,0,0,7.637,6.249,2.6799279,1449.472,0.72704,0,5.037,4.119,4.4397363,1073.004544,0,0,9.222,7.954,4.980434,1586.405376,0,0,11.699,8.972
1442560762000,9.5500793,1142.652928,3.547136,0,79.139,74.317,3.6223132,1198.354432,0,0,10.504,8.841,3.5205301,1448.448,1.675264,0,10.111,8.337,3.9317197,1071.86176,0,0,11.838,9.864,3.5454377,1596.256256,0,0,11.946,10.241
1442560822000,9.0926396,1144.684544,3.006464,0,74.949,69.471,3.2376912,1204.154368,0.032768,0,8.974,7.497,3.2586231,1452.228608,2.441216,0,10.05,9.981,3.1628037,1076.711424,0,0,10.432,9.457,3.5499533,1592.877056,0,0,9.781,8.005
1442560882000,7.7176573,1151.410176,2.90816,0,64.89,60.616,2.7810097,1203.777536,0.032768,0,7.631,6.551,2.232356,1449.897984,1.15712,0,6.55,6.49,2.963919,1077.59616,0,0,10.66,8.805,2.8812642,1598.103552,0,0,10.317,8.848
1442560942000,11.0275393,1148.260352,2.342912,0,71.356,66.805,3.3527642,1207.058432,0,0,9.138,7.849,3.8075146,1449.136128,1.296384,0,8.188,6.964,4.0259138,1076.662272,0,0,9.275,7.726,4.2620734,1598.644224,0,0,12.253,10.556
1442561002000,11.532691,1151.85664,3.416064,0,73.727,68.954,4.3620464,1215.287296,0,0,9.123,8.22,4.2316912,1452.941312,1.439744,0,8.877,7.351,4.1396636,1075.89632,0,0,11.131,9.128,3.9801396,1598.640128,0,0,10.831,9.492
1442561063000,10.6585837,1154.8672,4.415488,0,70.499,66.952,3.5925161,1209.778176,0,0,9.71,8.622,3.2858882,1451.859968,1.470464,0,10.009,8.353,3.7402351,1077.3504,0,0,9.015,7.918,4.0801165,1598.152704,0,0,9.256,7.82
1442561123000,11.6722082,1156.071424,1.744896,0,78.519,73.488,3.3752732,1212.076032,0.032768,0,9.765,8.073,3.6672678,1455.239168,2.152448,0,9.11,8.453,5.0932252,1077.956608,0,0,13.169,11.637,3.5376253,1597.575168,0,0,10.301,9.101
1442561183000,9.6697585,1159.909376,3.268608,0,80.244,74.662,4.059472,1209.6512,0,0,11.547,9.218,3.3958495,1453.203456,1.150976,0,8.889,7.682,3.4504399,1086.148608,0,0,9.938,8.602,3.8268062,1595.31008,0,0,11.552,10.83
